orbital_period,impact_parameter,transit_duration,transit_depth,planet_radius,planet_star_radius_ratio,stellar_teff,stellar_logg,stellar_radius,stellar_mass,stellar_density,stellar_magnitude,label
7.809463,0.5,4.133,11239.0,14.0451,0.024231,5816.0,4.32,1.33,0.96,1.0336105,12.8603,0
0.8515408,0.5,0.648,51018.0,16.072,0.024231,3254.0,4.7,0.54,0.96,1.0336105,14.478,0
731.3548427,0.5,3.429,19143.0,15.334,0.024231,5794.0,4.36,1.12,0.96,1.0336105,13.463,0
14.7478214,0.5,2.355,6095.0,7.68311,0.024231,5167.0,4.41,0.96,0.96,1.0336105,12.6161,0
5.389491,0.5,2.0,49190.0,14.3807,0.024231,3493.0,4.6,0.67,0.96,1.0336105,14.7698,0
1484.1934287,0.5,3.05,13469.0,8.94439,0.024231,5602.0,4.63,0.8,0.96,1.0336105,13.2466,0
7.4476397,0.5,2.266,1021.0,2.1911,0.024231,4526.0,4.56,0.73,0.96,1.0336105,10.8273,0
0.68831,0.5,1.365,3983.64,21.715,0.024231,6054.0,3.47323,3.13,0.96,1.0336105,8.5234,0
5.332805,0.5,2.142,1795.0,2.92256,0.024231,4189.0,4.57,0.7,0.96,1.0336105,11.213,0
4.416076,0.5,4.677,7620.0,16.839,0.024231,5186.0,4.412,2.32,0.96,1.0336105,13.2786,0
5.4736892,0.5,2.699,14590.0,18.8155,0.024231,6229.4,4.17,1.5,0.96,1.0336105,12.4974,0
2.8656356,0.5,3.523,5530.0,11.1837,0.024231,8849.0,4.4,1.56,0.96,1.0336105,13.2022,0
3.4542618,0.5,3.93,5344.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.4454,0
20.8359197,0.5,3.321,2451.0,7.56184,0.024231,6838.0,4.14,1.71,0.96,1.0336105,11.7347,0
4.2380294,0.5,3.699,4699.0,6.48085,0.024231,6030.0,4.5,0.99,0.96,1.0336105,13.4696,0
3.6477926,0.5,2.667,1747.0,3.9626,0.024231,5005.4,4.412,0.98,0.96,1.0336105,12.131,0
5.7180689,0.5,5.215,2864.0,9.5585,0.024231,6219.0,3.99,1.83,0.96,1.0336105,11.9319,0
2.3645949,0.5,2.442,5263.0,14.3865,0.024231,7743.0,4.09,2.02,0.96,1.0336105,13.2487,0
1.5275639,0.5,1.3727055,2892.4227936,2.6103318,0.024231,3433.0,4.89676,0.427953,0.96,1.0336105,12.2255,0
4.5127799,0.5,3.11,7453.0,10.6956,0.024231,5643.0,4.25,1.25,0.96,1.0336105,13.4905,0
5.8991458,0.5,4.815,275.0,1.10037,0.024231,5419.4,4.65,0.76,0.96,1.0336105,9.1069,0
2.4018591,0.5,3.471,655.0,10.1612,0.024231,6071.0,3.95,1.86,0.96,1.0336105,9.9747,0
15.5523703,0.5,5.554,723.0,3.54892,0.024231,5759.0,4.31,1.18,0.96,1.0336105,9.2889,0
3.6249482,0.5,2.294,748.0,5.1321,0.024231,4935.7,4.412,1.94,0.96,1.0336105,9.6235,0
5.6177467,0.5,2.307,670.0,5.60938,0.024231,6315.0,3.74,2.48,0.96,1.0336105,9.74,0
3.3779614,0.5,4.2709189,7198.7471125,14.3326751,0.024231,6113.0,4.05769,1.6616499,0.96,1.0336105,12.5329,1
1.4328255,0.5,2.0718518,51089.4348604,18.2238418,0.024231,4588.0,4.47637,0.817544,0.96,1.0336105,14.7028,1
8.5473,0.5,3.5451032,2857.1912379,10.3970349,0.024231,6619.0,4.02,1.89911,0.96,1.0336105,12.4715,0
6.1079575,0.5,5.1261164,14668.3220679,19.1369245,0.024231,5681.0,4.0558,1.56062,0.96,1.0336105,12.2311,0
0.7888389,0.5,1.6416539,22614.8958863,16.4131054,0.024231,5568.0,4.39267,1.0280499,0.96,1.0336105,11.6044,1
6.9153868,0.5,6.156,5765.0,15.9616,0.024231,6649.3,4.37,2.05,0.96,1.0336105,10.8597,0
6.9593972,0.5,4.8553269,4826.8656037,9.3800527,0.024231,5854.0,4.438,1.33729,0.96,1.0336105,9.1871,1
3.2706204,0.5,4.0101943,7558.7070106,13.5836554,0.024231,5933.0,4.31,1.53146,0.96,1.0336105,12.4338,0
3.6342494,0.5,3.683,380.0,4.36152,0.024231,5829.0,3.73,2.31,0.96,1.0336105,9.5605,0
2.6141047,0.5,2.639,695.0,3.60255,0.024231,5650.0,4.11,1.46,0.96,1.0336105,10.37,0
10.1298877,0.5,4.796,634.0,3.76774,0.024231,6802.0,4.05,1.9,0.96,1.0336105,9.4738,0
12.9623248,0.5,3.564,2427.0,5.94559,0.024231,5996.0,4.2,1.39,0.96,1.0336105,10.1115,0
12.5383316,0.5,3.084,846.0,3.44886,0.024231,6018.0,4.3,1.23,0.96,1.0336105,9.8987,0
9.5327064,0.5,2.55,1177.0,2.39108,0.024231,4504.0,4.58,0.72,0.96,1.0336105,10.3012,0
733.3796728,0.5,4.101,2996.0,6.17234,0.024231,5878.0,4.29,1.22,0.96,1.0336105,10.0778,0
0.8134733,0.5,1.262964,25866.83474,13.1118363,0.024231,4400.0,4.64555,0.757649,0.96,1.0336105,11.1184,1
17.2051468,0.5,1.464,1975.0,8.17561,0.024231,6470.6,4.13,1.63,0.96,1.0336105,9.17446,0
3.1739329,0.5,1.192,1590.0,15.5264,0.024231,4999.0,4.412,3.95,0.96,1.0336105,10.1676,0
4.0947485,0.5,5.1910541,5981.4894009,17.3607607,0.024231,5983.0,4.27,2.1987801,0.96,1.0336105,11.7584,0
2.4053036,0.5,3.3515613,11063.0791519,19.9376761,0.024231,5476.0,3.88771,1.84636,0.96,1.0336105,11.5744,0
3.9854465,0.5,4.5181131,8800.6144816,16.4220671,0.024231,5904.0,4.0,1.71105,0.96,1.0336105,9.5687,0
0.8778729,0.5,1.008516,1704.0444879,6.173706,0.024231,6210.0,4.18301,1.46319,0.96,1.0336105,11.5643,0
7.5837846,0.5,2.0598226,3059.0689425,10.7098887,0.024231,6457.0,4.0,1.89487,0.96,1.0336105,12.0824,0
4.9486116,0.5,1.3297363,6987.092161,10.6945832,0.024231,5524.0,4.5045,0.912363,0.96,1.0336105,11.7803,0
17.4368079,0.5,4.3786259,15418.7232538,18.6840757,0.024231,6332.0,4.19731,1.47515,0.96,1.0336105,11.1102,0
5.9337178,0.5,1.089,36149.0,19.9345,0.024231,3322.0,4.71,0.53,0.96,1.0336105,14.9074,0
4.5696698,0.5,3.9536171,9861.079392,13.0582928,0.024231,6122.0,4.283,1.28306,0.96,1.0336105,12.4399,0
10.9799801,0.5,3.39,4626.0,8.3173,0.024231,5754.2,4.2,1.34,0.96,1.0336105,12.4071,0
11.5379235,0.5,3.661,1405.0,3.827,0.024231,5835.0,4.45,1.01,0.96,1.0336105,10.9535,0
3.6462287,0.5,3.662,6153.0,14.2198,0.024231,5707.0,3.92,1.84,0.96,1.0336105,13.2336,0
8.1618477,0.5,2.17,4647.0,11.849,0.024231,7238.0,4.25,1.59,0.96,1.0336105,12.5489,0
13.0953097,0.5,1.925,3028.0,8.3339,0.024231,6103.0,4.13,1.54,0.96,1.0336105,12.0407,0
3.3047459,0.5,3.735,1724.0,4.70927,0.024231,6636.0,4.35,1.3,0.96,1.0336105,12.351,0
19.3111424,0.5,3.92,18500.0,9.91342,0.024231,5850.0,4.54,0.92,0.96,1.0336105,13.0093,0
729.9391752,0.5,1.515,10806.0,15.2287,0.024231,5136.9,4.61,0.77,0.96,1.0336105,12.0263,0
2.7543175,0.5,1.471,1368.0,2.11364,0.024231,3573.0,4.7,0.54,0.96,1.0336105,12.0438,0
3.4732477,0.5,2.541,6428.0,13.0505,0.024231,7081.0,4.21,1.63,0.96,1.0336105,13.3562,0
4.7192734,0.5,1.301,1557.0,7.15211,0.024231,6521.0,4.22041,1.6,0.96,1.0336105,9.5359,0
10.9600975,0.5,6.171,4111.0,9.91407,0.024231,5586.7,3.82,2.04,0.96,1.0336105,11.7921,0
4.9156665,0.5,2.561,2218.0,5.59825,0.024231,5656.0,4.28,1.2,0.96,1.0336105,11.4291,0
19.6500878,0.5,2.277,2605.0,14.4539,0.024231,8968.0,3.88,2.85,0.96,1.0336105,11.0608,0
7.447404,0.5,1.479,6142.0,13.1669,0.024231,7936.0,4.26,1.7,0.96,1.0336105,11.3329,0
3.6850751,0.5,1.859,4456.0,10.2036,0.024231,5860.0,4.07,1.57,0.96,1.0336105,12.3896,0
13.4364908,0.5,5.375,4735.0,9.8672,0.024231,6229.0,4.28,1.31,0.96,1.0336105,12.3613,0
5.0953453,0.5,5.025,5956.0,12.0431,0.024231,6269.0,3.79,2.34,0.96,1.0336105,12.1162,0
17.0116833,0.5,3.129,9188.0,8.55494,0.024231,5668.0,4.53,0.91,0.96,1.0336105,12.2657,0
1.7988855,0.5,1.415,38230.0,13.2509,0.024231,3458.0,4.63,0.62,0.96,1.0336105,14.9692,0
3.0589547,0.5,3.696,12864.0,17.6594,0.024231,6821.0,4.11,1.78,0.96,1.0336105,13.3831,0
4.7192771,0.5,1.594,2856.0,9.68968,0.024231,5990.0,4.00966,1.42,0.96,1.0336105,10.245,0
7.0911739,0.5,5.635,8187.0,14.5208,0.024231,5924.0,4.2,1.37,0.96,1.0336105,13.4995,0
5.7881587,0.5,6.879,1372.0,11.6578,0.024231,5668.0,4.412,3.74,0.96,1.0336105,11.983,0
9.5098954,0.5,1.448,6596.0,16.5009,0.024231,5478.0,4.31,1.14,0.96,1.0336105,12.8316,0
8.4325164,0.5,1.731,8796.0,9.45527,0.024231,5300.0,4.41,0.98,0.96,1.0336105,12.925,0
2.67581,0.5,2.288,9116.0,15.7041,0.024231,6171.0,4.07,1.66,0.96,1.0336105,12.9822,0
7.5138657,0.5,2.121,1104.0,3.23033,0.024231,5139.0,4.48,0.89,0.96,1.0336105,10.9743,0
26.1622122,0.5,3.631,6329.0,10.1227,0.024231,6139.0,4.39,1.14,0.96,1.0336105,10.5353,0
0.9097915,0.5,1.044,3698.0,6.92737,0.024231,5822.0,4.39,1.09,0.96,1.0336105,12.9505,0
10.8089555,0.5,2.71,6392.0,11.7906,0.024231,6876.0,4.27,1.49,0.96,1.0336105,12.9661,0
2.2059167,0.5,0.9395169,2594.7383621,1.0369208,0.024231,3087.0,5.07767,0.202097,0.96,1.0336105,11.9686,0
9.2897006,0.5,5.3589155,6241.2619064,11.4812614,0.024231,6055.0,4.22795,1.41549,0.96,1.0336105,10.99,1
3.8030207,0.5,2.537,2103.0,4.18884,0.024231,5035.0,4.35,1.01,0.96,1.0336105,11.0686,0
32.5444769,0.5,1.661,101822.0,11.9952,0.024231,3230.0,4.84,0.38,0.96,1.0336105,14.6483,0
1.5840089,0.5,1.134,1137.0,5.90757,0.024231,5188.0,3.91,1.72,0.96,1.0336105,12.0139,0
5.015806,0.5,5.154,4470.0,14.6529,0.024231,7155.0,3.89,2.37,0.96,1.0336105,12.9595,0
3.917482,0.5,2.619,8397.0,13.4773,0.024231,6466.0,4.18,1.54,0.96,1.0336105,12.1967,0
12.2981251,0.5,3.98,14968.0,9.70951,0.024231,5614.0,4.55,0.87,0.96,1.0336105,13.4442,0
2.5354002,0.5,1.744,11001.0,15.299,0.024231,5526.0,4.17,1.34,0.96,1.0336105,13.2738,0
11.1860909,0.5,5.989,4416.0,10.3662,0.024231,6520.0,4.11,1.69,0.96,1.0336105,12.2525,0
7.3144752,0.5,1.481,19146.0,13.336,0.024231,5137.0,4.39,0.99,0.96,1.0336105,12.8314,0
12.9414603,0.5,3.75,13164.0,10.6791,0.024231,5832.0,4.45,1.01,0.96,1.0336105,13.2079,0
4.0860495,0.5,4.5420607,7083.7091188,13.0323437,0.024231,6580.0,4.0663,1.47741,0.96,1.0336105,11.248,1
3.1651539,0.5,3.416,8746.0,14.2867,0.024231,6396.0,4.15,1.57,0.96,1.0336105,11.1708,0
6.5568726,0.5,2.755,8511.0,12.6672,0.024231,6139.0,4.23,1.36,0.96,1.0336105,12.1404,0
2.3207203,0.5,1.797,12787.0,14.0426,0.024231,4390.0,4.12,1.2,0.96,1.0336105,11.7332,0
2.5001306,0.5,1.61,16650.0,17.7461,0.024231,6158.0,4.2,1.42,0.96,1.0336105,13.4146,0
25.0709977,0.5,2.379,12286.0,11.9941,0.024231,5624.0,4.49,0.94,0.96,1.0336105,12.5738,0
3.5911377,0.5,1.623,13850.0,11.6235,0.024231,6094.0,4.5,0.99,0.96,1.0336105,12.0846,0
1.1235117,0.5,1.039,48991.0,12.5587,0.024231,3505.0,4.67,0.58,0.96,1.0336105,14.9482,0
4.315664,0.5,6.135,3530.0,8.30372,0.024231,6707.0,4.2,1.56,0.96,1.0336105,12.0669,0
35.7890963,0.5,8.6915413,2255.7900517,9.2051754,0.024231,6218.9,3.96,1.90288,0.96,1.0336105,11.2822,0
1.6930171,0.5,2.759,10940.0,16.2172,0.024231,6010.0,4.05,1.64,0.96,1.0336105,12.6705,0
1.0014437,0.5,1.28,416.0,4.71785,0.024231,6380.0,4.438,1.18,0.96,1.0336105,8.2046,0
3.8647617,0.5,4.038,7591.0,13.7097,0.024231,6119.0,3.98,1.83,0.96,1.0336105,13.2261,0
4.2807848,0.5,2.073,2031.0,2.8386,0.024231,4354.0,4.59,0.69,0.96,1.0336105,12.8143,0
37.8575614,0.5,7.424,5180.0,7.35774,0.024231,5980.0,4.34,1.17,0.96,1.0336105,13.3296,0
3.1791661,0.5,2.844,16245.0,12.9563,0.024231,6452.0,4.43,1.16,0.96,1.0336105,13.0339,0
10.3031578,0.5,3.44,3072.0,11.0446,0.024231,6387.0,3.94,2.01,0.96,1.0336105,10.8833,0
5.4863844,0.5,4.339,8862.0,14.247,0.024231,6498.0,4.15,1.61,0.96,1.0336105,12.9268,0
1.2864856,0.5,1.328,104433.0,14.0003,0.024231,3172.0,4.79,0.45,0.96,1.0336105,14.6186,0
4.8934688,0.5,3.157,9659.0,15.84,0.024231,6332.0,4.15,1.56,0.96,1.0336105,12.8709,0
18.184189,0.5,3.696,9343.0,9.90639,0.024231,5265.0,4.32,1.09,0.96,1.0336105,12.0836,0
4.3664669,0.5,2.004,26747.0,9.52505,0.024231,3598.0,4.66,0.59,0.96,1.0336105,14.2251,0
2.5989031,0.5,1.6635706,1953.2615465,2.4312854,0.024231,3719.0,4.76941,0.512361,0.96,1.0336105,11.7602,0
4.6955986,0.5,2.1638721,1969.101717,2.6626375,0.024231,3719.0,4.76941,0.512361,0.96,1.0336105,11.7602,0
7.1024749,0.5,2.7542652,1317.715762,1.9895244,0.024231,3719.0,4.76941,0.512361,0.96,1.0336105,11.7602,0
7.7103227,0.5,4.406,6083.0,8.52513,0.024231,6617.0,4.42,1.2,0.96,1.0336105,13.1227,0
3.4714821,0.5,3.245,9502.0,13.2477,0.024231,6604.0,4.28,1.41,0.96,1.0336105,12.716,0
5.8778295,0.5,3.392,1326.0,11.2784,0.024231,5965.0,3.43,3.34,0.96,1.0336105,11.5555,0
6.5479496,0.5,2.331,988.0,2.28629,0.024231,4853.5,4.61,0.73,0.96,1.0336105,12.1821,0
23.136755,0.5,7.179,2514.0,9.05398,0.024231,7723.0,4.08,2.04,0.96,1.0336105,11.2405,0
8.6243051,0.5,5.584,9216.0,16.2074,0.024231,7944.0,4.39,1.47,0.96,1.0336105,12.363,0
3.5171227,0.5,2.327,4327.0,14.6605,0.024231,6386.0,3.88,2.16,0.96,1.0336105,12.3531,0
2.231293,0.5,1.796,16216.0,15.38,0.024231,6356.0,4.38,1.19,0.96,1.0336105,13.4658,0
4.140097,0.5,2.896,40878.0,16.9028,0.024231,5359.0,4.57,0.82,0.96,1.0336105,13.4986,0
8.0136668,0.5,4.056,7657.0,11.825,0.024231,5831.0,4.17,1.4,0.96,1.0336105,12.4865,0
4.7359232,0.5,7.0819612,2338.8745559,13.5752589,0.024231,5370.0,3.72765,2.7871499,0.96,1.0336105,7.3212,1
16.9356875,0.5,3.256,2618.0,3.59731,0.024231,4758.0,4.62,0.71,0.96,1.0336105,12.392,0
1.9647786,0.5,1.586,60692.0,15.9566,0.024231,3314.0,4.62,0.64,0.96,1.0336105,14.85,0
3.3421583,0.5,1.284,14573.0,16.3017,0.024231,6022.0,4.15,1.46,0.96,1.0336105,13.0934,0
4.8332515,0.5,4.323,5964.0,14.6312,0.024231,6431.0,3.9,2.11,0.96,1.0336105,12.7886,0
42.7305626,0.5,5.591,2711.0,4.03815,0.024231,5247.0,4.56,0.83,0.96,1.0336105,12.5687,0
3.9525732,0.5,2.378,857.0,3.97,0.024231,4536.1,4.412,1.028,0.96,1.0336105,10.4263,0
17.7505864,0.5,5.578,1395.0,4.72963,0.024231,6967.0,4.34,1.38,0.96,1.0336105,9.56062,0
3.9963956,0.5,3.878,635.0,3.52475,0.024231,5684.0,4.08,1.52,0.96,1.0336105,9.65566,0
20.86399,0.5,5.624,1040.0,3.8434,0.024231,6153.0,4.35,1.2,0.96,1.0336105,9.99685,0
5.9867942,0.5,0.904,1170.0,10.5818,0.024231,6336.4,4.26,1.37,0.96,1.0336105,9.7664,0
14.066109,0.5,3.4744355,16514.0482965,21.5662738,0.024231,6157.0,4.20407,1.47641,0.96,1.0336105,9.1116,0
20.3292125,0.5,6.584,10524.0,14.2065,0.024231,6500.6,4.32,1.37,0.96,1.0336105,10.0252,0
30.5055627,0.5,6.967,1773.0,5.65993,0.024231,6500.6,4.32,1.37,0.96,1.0336105,10.0252,0
8.9965133,0.5,2.842,988.0,4.26079,0.024231,6500.6,4.32,1.37,0.96,1.0336105,10.0252,0
5.826325154,0.5,6.426,1437.0,5.18833,0.024231,6500.6,4.32,1.37,0.96,1.0336105,10.0252,0
5.0569708,0.5,3.401,795.0,5.09264,0.024231,5818.9,3.95,1.8,0.96,1.0336105,9.60892,0
3.8388774,0.5,2.391,350.0,1.94873,0.024231,5745.0,4.44,1.01,0.96,1.0336105,9.1993,0
5.826325154,0.5,2.623,1000.0,2.4364,0.024231,4859.0,4.59,0.75,0.96,1.0336105,9.1129,0
9.5160627,0.5,1.832,487.0,17.807,0.024231,4481.6,4.412,8.18,0.96,1.0336105,10.1032,0
6.8672313,0.5,2.858,732.0,2.31017,0.024231,5564.0,4.51,0.91,0.96,1.0336105,10.1763,0
12.9587054,0.5,3.598,1007.0,2.49711,0.024231,5564.0,4.51,0.91,0.96,1.0336105,10.1763,0
0.8219599,0.5,2.147,17968.0,3.97,0.024231,3866.3,4.412,1.028,0.96,1.0336105,10.318,0
4.0610981,0.5,1.964,558.0,2.57627,0.024231,6193.0,4.38,1.16,0.96,1.0336105,8.5861,0
5.6494351,0.5,5.214,200.0,3.74551,0.024231,5764.0,4.412,2.95,0.96,1.0336105,8.641,0
7.3120981,0.5,1.428,1655.0,3.45268,0.024231,5159.0,4.57,0.8,0.96,1.0336105,10.2443,0
7.4760689,0.5,1.5699592,1443.0305627,14.1742091,0.024231,6680.0,4.20036,2.3351099,0.96,1.0336105,8.8252,0
2.9852193,0.5,3.7760499,12776.05708,17.0487122,0.024231,6116.0,4.15621,1.48347,0.96,1.0336105,12.0054,0
10.5789534,0.5,2.8444195,1530.5878174,3.0009044,0.024231,5164.0,4.61221,0.765045,0.96,1.0336105,11.7085,0
0.2939493,0.5,0.5422359,746.4231884,0.9372852,0.024231,3359.0,4.89202,0.33188,0.96,1.0336105,10.8861,0
5.826325154,0.5,7.1157207,3065.8159708,5.6562862,0.024231,6487.0,4.438,1.0,0.96,1.0336105,10.594,0
5.826325154,0.5,18.1537085,1602.3801725,9.531746,0.024231,6534.0,3.84827,2.2886801,0.96,1.0336105,8.03278,0
735.797917,0.5,5.9484218,479.47449,2.7674128,0.024231,5972.63,4.28725,1.24541,0.96,1.0336105,8.89177,0
5.826325154,0.5,16.657231,789.17357,4.5545799,0.024231,6477.0,4.16898,1.56674,0.96,1.0336105,8.43041,0
5.826325154,0.5,6.6621453,5126.8337118,8.6506071,0.024231,5952.0,4.32279,1.19221,0.96,1.0336105,12.122,0
718.652003,0.5,14.6548943,479.4666113,3.447372,0.024231,6002.0,4.1943,1.3949,0.96,1.0336105,8.3408,0
731.9966539,0.5,2.892543,16102.9689949,10.6774533,0.024231,4722.0,4.55866,0.756773,0.96,1.0336105,12.0742,0
1.6289322,0.5,0.809276,2512.1192447,1.2145664,0.024231,3202.0,4.86375,0.226407,0.96,1.0336105,10.8372,1
5.826325154,0.5,22.9026501,2389.5186523,9.3912424,0.024231,7271.0,4.15114,1.7819099,0.96,1.0336105,8.8855,0
5.826325154,0.5,2.4755873,1566.5840348,3.1919762,0.024231,4713.0,4.49053,0.815268,0.96,1.0336105,10.3852,0
5.826325154,0.5,6.6644694,1352.2809088,6.3590858,0.024231,8450.0,4.31188,1.67454,0.96,1.0336105,9.61487,0
19.7468103,0.5,7.1658967,276.3656087,2.6201221,0.024231,6439.2,4.25521,1.4073499,0.96,1.0336105,7.2861,0
5.826325154,0.5,5.1715272,12885.3671957,11.6792669,0.024231,3907.0,4.59828,0.663933,0.96,1.0336105,12.6973,0
5.826325154,0.5,5.4653921,1323.0928698,6.1245707,0.024231,6608.0,4.32886,1.3326,0.96,1.0336105,9.40853,0
22.6957088,0.5,5.3266755,309.0178416,2.2731788,0.024231,5988.0,4.28183,1.2555,0.96,1.0336105,7.848,0
5.4496736,0.5,0.203,917.0,8.32098,0.024231,6760.0,4.21,1.57,0.96,1.0336105,10.4679,0
3.4268387,0.5,1.288,844.0,2.12571,0.024231,4794.0,4.55,0.77,0.96,1.0336105,8.8688,0
2.3170053,0.5,1.122279,1719.0971731,4.4811227,0.024231,5542.0,4.438,1.0432,0.96,1.0336105,10.7742,0
4.3787302,0.5,3.827504,30199.2684097,21.696241,0.024231,6159.0,4.37691,1.22606,0.96,1.0336105,11.3425,0
4.3816966,0.5,5.601621,2801.3182472,10.8739335,0.024231,6875.0,4.01141,1.99491,0.96,1.0336105,10.6264,0
3.7783401,0.5,2.82963,24582.4117134,13.8305377,0.024231,5443.0,4.54284,0.863922,0.96,1.0336105,12.0491,1
4.243624,0.5,3.8869543,2634.0168857,5.7584838,0.024231,5372.0,4.438,1.0,0.96,1.0336105,11.3648,0
3.8568001,0.5,2.858704,23589.8587425,12.9539382,0.024231,5009.0,4.49886,0.849464,0.96,1.0336105,15.331,0
2.7086444,0.5,2.1554708,25164.5811952,13.966554,0.024231,4848.0,4.47567,0.851167,0.96,1.0336105,13.6702,0
10.7715898,0.5,4.2203793,947.4340655,4.1568836,0.024231,6055.0,4.38226,1.1335599,0.96,1.0336105,10.2692,0
4.1661265,0.5,3.7000327,15441.3606576,14.5365629,0.024231,5883.0,4.34,1.15599,0.96,1.0336105,10.2748,1
3.4414188,0.5,3.0026348,7380.9342568,12.4943419,0.024231,5965.0,4.16451,1.43051,0.96,1.0336105,12.3872,0
4.9594992,0.5,1.2463603,2778.737264,4.6274347,0.024231,4900.0,4.45095,0.881258,0.96,1.0336105,10.6834,0
4.1287427,0.5,2.7601938,12670.8512175,12.0296829,0.024231,5377.0,4.34978,1.06754,0.96,1.0336105,12.7602,0
3.9451359,0.5,2.424,841.0,2.51666,0.024231,5581.9,4.13,0.99,0.96,1.0336105,10.1755,0
761.7092276,0.5,7.6296016,545.0105734,2.5578976,0.024231,5599.17,4.37676,1.06775,0.96,1.0336105,10.2969,0
904.5347981,0.5,22.1692458,603.0604952,2.7306626,0.024231,5599.17,4.37676,1.06775,0.96,1.0336105,10.2969,0
5.826325154,0.5,15.1057104,183.6559789,2.9487289,0.024231,6649.0,3.92964,2.1245999,0.96,1.0336105,8.6235,0
5.826325154,0.5,10.7778244,3281.1685561,8.3655782,0.024231,6047.0,4.21587,1.36681,0.96,1.0336105,11.1163,0
2.9932591,0.5,4.7371329,3363.9691586,11.8414052,0.024231,6106.0,3.91186,1.9654,0.96,1.0336105,10.3313,0
3.9759251,0.5,2.4026632,31337.4687251,13.4485221,0.024231,4693.0,4.54081,0.769415,0.96,1.0336105,13.7846,0
5.826325154,0.5,8.6668849,2315.4424358,7.637469,0.024231,6118.81,4.11275,1.56229,0.96,1.0336105,10.3541,0
3.6859958,0.5,5.1972226,12982.7214564,23.322957,0.024231,6731.3,3.99257,1.99719,0.96,1.0336105,10.9988,0
5.826325154,0.5,14.6473924,2626.7704894,8.1052869,0.024231,6613.0,4.23,1.4927,0.96,1.0336105,7.7897,0
5.826325154,0.5,12.9674227,6318.0730583,12.8973379,0.024231,6613.0,4.23,1.4927,0.96,1.0336105,7.7897,0
5.826325154,0.5,3.6676275,1168.7878058,2.6737151,0.024231,4677.0,4.56264,0.750312,0.96,1.0336105,10.4795,0
5.322002,0.5,3.193,955.0,3.84201,0.024231,4716.0,4.56,0.75,0.96,1.0336105,10.4012,0
0.579398,0.5,1.64214,1324.07712,5.759676,0.024231,5688.0,4.48774,0.950534,0.96,1.0336105,11.1557,0
15.5177539,0.5,1.2572404,3717.3165127,9.4825825,0.024231,6314.93,4.18108,1.49694,0.96,1.0336105,12.2301,0
10.018102,0.5,2.6562286,1791.2124346,12.3167818,0.024231,6697.0,4.21,2.0266299,0.96,1.0336105,11.3908,0
2.1874712,0.5,6.154356,768.888544,3.3333783,0.024231,4454.0,4.59483,0.698505,0.96,1.0336105,12.9757,0
49.6178223,0.5,14.0758927,88.0818849,2.4730956,0.024231,5494.7,3.63775,2.46205,0.96,1.0336105,8.4379,0
2.8607384,0.5,1.8963897,928.4712689,3.97,0.024231,5780.0,4.438,1.028,0.96,1.0336105,10.746,0
6.8275101,0.5,3.2903924,1559.4770206,5.0896772,0.024231,5780.0,4.438,1.0,0.96,1.0336105,10.746,0
8.4457042,0.5,1.6861879,3848.7179165,21.1100738,0.024231,6392.0,3.5,2.8927801,0.96,1.0336105,10.2734,0
7.5757446,0.5,1.8699103,3661.6696028,12.6097244,0.024231,8044.0,4.17155,1.89254,0.96,1.0336105,8.239,0
3.8347282,0.5,3.4951108,1112.3388758,5.6648123,0.024231,6088.34,4.09655,1.58202,0.96,1.0336105,12.3332,0
4.2290856,0.5,1.8943522,2605.430842,1.915198,0.024231,3264.0,4.90343,0.320782,0.96,1.0336105,12.8676,0
2.3477336,0.5,1.8624266,182.9434914,1.0903541,0.024231,4799.0,4.66766,0.678033,0.96,1.0336105,8.8392,0
10.1970284,0.5,4.694,16111.0,23.8452,0.024231,7949.0,4.21106,1.82,0.96,1.0336105,9.1379,0
2.067123,0.5,1.9263234,394.2384169,1.5139896,0.024231,5113.3,4.77,0.758633,0.96,1.0336105,9.7367,0
10.3469945,0.5,2.5934713,1601.254739,1.0318727,0.024231,3278.0,4.97813,0.256167,0.96,1.0336105,13.0055,0
1.8987896,0.5,1.926234,98.2034719,2.2042465,0.024231,6016.28,3.81004,2.17401,0.96,1.0336105,7.71299,0
2.1538049,0.5,1.6541007,137.9312313,0.8814471,0.024231,4944.24,4.58767,0.757603,0.96,1.0336105,7.0276,0
4.7674421,0.5,1.321031,4898.6218606,1.0365063,0.024231,2824.0,5.24293,0.125969,0.96,1.0336105,14.5913,0
2.8618782,0.5,2.2839791,2450.9899956,3.9033641,0.024231,4743.0,4.51969,0.793587,0.96,1.0336105,11.649,0
4.718569,0.5,1.1450785,1734.8673947,1.0102426,0.024231,3190.0,5.01971,0.226654,0.96,1.0336105,11.7735,0
0.4707476,0.5,0.5009607,5060.8335277,1.852907,0.024231,3254.0,5.0301,0.219973,0.96,1.0336105,13.9087,0
2.9532145,0.5,3.9795532,3110.6890792,10.2396383,0.024231,5483.2,4.3,1.68056,0.96,1.0336105,11.529,0
2.1764875,0.5,3.4403723,8114.6829556,14.184839,0.024231,5646.0,4.05052,1.56233,0.96,1.0336105,12.2247,1
3.6335834,0.5,1.8069693,8668.4420489,5.1614854,0.024231,3765.0,4.75169,0.544068,0.96,1.0336105,11.6739,0
4.1470359,0.5,2.3197694,12886.987991,8.6285404,0.024231,4247.0,4.47839,0.775548,0.96,1.0336105,13.7813,1
